10,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,2,0,2,0,0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
0,29,1,0,2,0,0,2,1,0,5,2,0,0,0,0,0,0,3,2,0,2,0,0,1,1,1,0,0,0,0,9,1,3,3,0,0,0,0,0,0,0,1,5,1,0,0,2,0,11,0,0,0,8,0,4,1,0,8,2,0,0,0,2,0,1,1,3,3,0,1,1,0,3,3,0,1,0,1,0,1,1,0,0,0,2,17,1,0,1,8,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,4,0,0,0,0,10,1,0,0,0,2,20,0,0,0,4,4,2,0,1,0,0,0,0,0,1,1,1,0,1
0,1,21,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,5,1,5,3,0,0,0,0,0,0,0,0,12,0,0,0,0,1,4,0,0,0,2,0,2,1,0,1,2,0,0,0,1,0,1,0,0,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,15,7,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,3,0,0,1,1,0,0,0,0,3,1,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,170,0,0,19,5,2,30,0,0,0,0,21,1,0,14,4,4,7,0,0,2,0,12,1,1,0,0,41,1,12,16,1,0,5,0,6,5,1,8,28,55,2,0,8,1,31,6,0,17,13,0,50,3,0,31,7,2,3,2,4,0,3,0,2,52,0,105,14,1,12,11,1,8,11,2,1,1,0,1,0,1,9,47,2,0,4,20,1,0,0,11,2,0,9,13,1,6,0,1,0,0,0,0,0,11,0,0,0,0,0,6,0,1,32,1,81,2,3,0,0,5,0,0,0,0,2,0,25,0,0,4,1,7,9,0,0,2,0,19,4,2,2,2,1,80,0,0,3,10,10,3,0,18,1,0,0,0,2,2,1,0,0,3
0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,2,0,0,8,0,2,0,1,0,0,0,1,1,0,1,0,0,3,0,1,1,0,0,0,8,0,1,3,0,0,0,0,0,1,1,1,4,0,0,0,5,0,1,0,0,0,1,1,0,3,0,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,4,6,1,0,0,0,0,0,2,0,0,3,0,0,1,0,1,7,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,2,1,0,0,1,0,1,0,0,1,2,0,6,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,1,1,19,0,2,176,6,0,47,3,3,1,0,7,1,0,28,10,10,28,0,0,2,0,4,3,0,0,0,38,4,21,25,0,0,10,0,3,10,3,30,43,21,6,0,14,1,83,6,0,22,22,1,37,9,1,51,8,7,11,6,21,0,3,3,11,44,0,27,7,1,27,27,1,8,2,3,2,2,1,0,1,15,16,79,3,0,13,51,2,0,0,5,2,2,18,11,1,9,0,0,3,0,1,3,0,5,1,0,1,1,4,9,0,5,17,1,35,3,9,2,0,8,5,0,1,0,2,8,16,1,3,5,1,6,16,0,0,6,0,28,6,1,10,5,3,89,0,0,14,6,6,8,0,11,4,0,0,1,4,1,2,3,0,18
1,1,0,0,5,2,0,6,308,0,30,9,1,0,0,2,0,0,66,29,4,7,0,0,2,7,1,0,0,0,0,38,13,23,45,2,0,27,6,1,2,2,1,33,7,0,0,0,0,63,5,0,6,46,0,36,13,0,54,2,0,2,1,8,0,6,4,35,10,0,4,0,0,57,57,1,9,1,5,6,3,1,0,0,0,28,120,2,3,28,29,0,0,0,0,0,0,6,21,0,1,0,10,0,0,0,0,0,0,0,0,0,0,2,15,0,0,3,0,8,3,1,0,0,18,0,0,0,0,0,2,18,0,0,1,0,9,98,0,1,1,0,77,13,0,2,0,9,141,0,0,2,21,21,17,0,2,1,5,0,0,1,1,5,0,0,3
0,0,0,0,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,2,0,0,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,3,1,0,2,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
